time,n_risk,n_events,survival,lower_ci,upper_ci,contract
0,3875,0,1.0,1.0,1.0,Month-to-month
1,3875,380,0.9019354838709678,0.8925714300876596,0.911299537654276,Month-to-month
2,3271,121,0.868571315864735,0.8578310851764579,0.8793115465530121,Month-to-month
3,3041,94,0.8417230081727636,0.8300234407530203,0.8534225755925069,Month-to-month
4,2850,82,0.8175050128498981,0.8050228913663444,0.8299871343334517,Month-to-month
5,2685,63,0.7983233309841462,0.7852662548960254,0.811380407072267,Month-to-month
6,2557,40,0.7858348940504872,0.7724207535282785,0.7992490345726959,Month-to-month
7,2462,50,0.7698756151298843,0.7560236729157642,0.7837275573440045,Month-to-month
8,2349,41,0.7564380245720618,0.7422302730287512,0.7706457761153723,Month-to-month
9,2248,45,0.7412958043292937,0.726699858500056,0.7558917501585313,Month-to-month
10,2143,45,0.7257296301833216,0.7107483274232275,0.7407109329434157,Month-to-month
11,2047,30,0.7150936316950463,0.699856088684366,0.7303311747057265,Month-to-month
12,1967,33,0.703096636348866,0.6875746728632159,0.718618599834516,Month-to-month
13,1881,37,0.6892664526460972,0.673423002490879,0.7051099028013154,Month-to-month
14,1798,23,0.6804493623174764,0.6644040292267935,0.6964946954081593,Month-to-month
15,1742,37,0.6659966491109629,0.6496302464491582,0.6823630517727676,Month-to-month
16,1663,28,0.6547832358968276,0.6381737112587376,0.6713927605349177,Month-to-month
17,1597,24,0.6449430369854163,0.6281230182254093,0.6617630557454234,Month-to-month
18,1540,22,0.6357295650284819,0.618714901308661,0.6527442287483027,Month-to-month
19,1463,16,0.6287769518771109,0.6116106924482085,0.6459432113060133,Month-to-month
20,1411,18,0.6207557008963965,0.6034130798123869,0.6380983219804062,Month-to-month
21,1357,15,0.6138939945489787,0.5963988804585776,0.6313891086393799,Month-to-month
22,1313,23,0.6031403297548992,0.585408255677698,0.6208724038321003,Month-to-month
23,1249,12,0.5973455467628584,0.5794832878826034,0.6152078056431135,Month-to-month
24,1202,23,0.5859154739046674,0.5677944734853212,0.6040364743240135,Month-to-month
25,1144,18,0.576696524140433,0.5583669916978299,0.5950260565830362,Month-to-month
26,1095,15,0.5687965717549476,0.550287261310488,0.5873058821994072,Month-to-month
27,1046,13,0.5617273983010141,0.5430534675276891,0.5804013290743392,Month-to-month
28,1005,10,0.5561380709547354,0.5373313550053544,0.5749447869041164,Month-to-month
29,971,15,0.5475468546166088,0.5285347465282038,0.5665589627050138,Month-to-month
30,923,15,0.5386484766975956,0.5194194221801285,0.5578775312150628,Month-to-month
31,880,14,0.5300790691137702,0.5106390315542711,0.5495191066732693,Month-to-month
32,840,18,0.5187202319184752,0.4990012415461496,0.5384392222908008,Month-to-month
33,794,8,0.5134938315968784,0.4936437145740804,0.5333439486196765,Month-to-month
34,763,11,0.5060909061085879,0.48605066609534575,0.52613114612183,Month-to-month
35,723,12,0.4976910570445449,0.4774277094221697,0.5179544046669201,Month-to-month
36,680,9,0.4911039695248377,0.47065692061538017,0.5115510184342953,Month-to-month
37,658,14,0.48065494889664967,0.45992327098258384,0.5013866268107156,Month-to-month
38,623,9,0.47371129794950706,0.45278865913318506,0.49463393676582906,Month-to-month
39,596,9,0.4665579394234239,0.4454357277342532,0.48768015111259455,Month-to-month
40,575,11,0.45763248319097577,0.4362659123613457,0.47899905402060583,Month-to-month
41,541,10,0.4491734724111056,0.4275681613818516,0.4707787834403596,Month-to-month
42,512,12,0.4386459691514703,0.41674132567291655,0.46055061263002406,Month-to-month
43,481,11,0.4286145644515406,0.4064231639224542,0.450805964980627,Month-to-month
44,452,4,0.4248215152086066,0.40251734612117473,0.4471256842960385,Month-to-month
45,432,3,0.4218713657974357,0.39947363966605504,0.4442690919288164,Month-to-month
46,410,7,0.41466868394235756,0.3920266991443839,0.4373106687403312,Month-to-month
